INFO 2025-09-05 10:16:34,432 autoreload 17524 4236 Watching for file changes with StatReloader
INFO 2025-09-05 10:16:59,284 basehttp 17524 23904 "GET /health/ HTTP/1.1" 200 266
WARNING 2025-09-05 10:18:21,898 log 17524 22484 Unauthorized: /dashboard/stats/
WARNING 2025-09-05 10:18:21,898 basehttp 17524 22484 "GET /dashboard/stats/ HTTP/1.1" 401 68
WARNING 2025-09-05 10:18:22,410 log 17524 22484 Not Found: /favicon.ico
WARNING 2025-09-05 10:18:22,410 basehttp 17524 22484 "GET /favicon.ico HTTP/1.1" 404 14234
INFO 2025-09-05 10:23:20,186 basehttp 17524 21664 "GET /health/ HTTP/1.1" 200 266
INFO 2025-09-05 10:24:45,117 basehttp 17524 22592 "POST /auth/register/ HTTP/1.1" 200 146
WARNING 2025-09-05 10:25:17,860 log 17524 17528 Not Found: /api/swagger
WARNING 2025-09-05 10:25:17,861 basehttp 17524 17528 "GET /api/swagger HTTP/1.1" 404 14234
WARNING 2025-09-05 10:25:22,494 log 17524 17528 Not Found: /api/swagger/
WARNING 2025-09-05 10:25:22,495 basehttp 17524 17528 "GET /api/swagger/ HTTP/1.1" 404 14237
INFO 2025-09-05 10:26:43,939 basehttp 17524 10072 "POST /auth/token/ HTTP/1.1" 200 143
INFO 2025-09-05 10:28:01,614 basehttp 17524 25516 "GET /dashboard/stats/ HTTP/1.1" 200 243
INFO 2025-09-05 10:30:03,894 basehttp 17524 11380 "GET /whatsapp/status/ HTTP/1.1" 200 97
INFO 2025-09-05 12:34:24,847 autoreload 14448 13276 Watching for file changes with StatReloader
WARNING 2025-09-05 12:36:29,409 log 14448 12616 Unauthorized: /contatos/
WARNING 2025-09-05 12:36:29,410 basehttp 14448 12616 "GET /contatos/ HTTP/1.1" 401 68
INFO 2025-09-05 12:36:40,065 basehttp 14448 12616 "GET /contatos/ HTTP/1.1" 200 384
INFO 2025-09-05 12:37:39,310 basehttp 14448 12616 "POST /contatos/ HTTP/1.1" 201 351
INFO 2025-09-05 12:38:05,027 basehttp 14448 12616 "GET /contatos/telefone/?numero=11987654321 HTTP/1.1" 200 413
INFO 2025-09-05 12:38:20,814 basehttp 14448 12616 "GET /whatsapp/status/ HTTP/1.1" 200 97
INFO 2025-09-05 12:39:36,501 basehttp 14448 7512 "POST /conversas/ HTTP/1.1" 201 124
WARNING 2025-09-05 12:40:11,785 log 14448 7512 Bad Request: /whatsapp/enviar/
WARNING 2025-09-05 12:40:11,785 basehttp 14448 7512 "POST /whatsapp/enviar/ HTTP/1.1" 400 206
INFO 2025-09-05 12:40:25,115 basehttp 14448 7512 "POST /whatsapp/enviar/ HTTP/1.1" 200 566
WARNING 2025-09-05 12:42:09,408 log 14448 11396 Not Found: /conversas/3EB05B5B66D8FF66002404D2942FF80C5933C720/interacoes/
WARNING 2025-09-05 12:42:09,409 basehttp 14448 11396 "POST /conversas/3EB05B5B66D8FF66002404D2942FF80C5933C720/interacoes/ HTTP/1.1" 404 14388
WARNING 2025-09-05 12:44:33,946 log 14448 14972 Not Found: /conversas/3EB05B5B66D8FF66002404D2942FF80C5933C720/interacoes/
WARNING 2025-09-05 12:44:33,947 basehttp 14448 14972 "POST /conversas/3EB05B5B66D8FF66002404D2942FF80C5933C720/interacoes/ HTTP/1.1" 404 14388
WARNING 2025-09-05 12:44:41,009 log 14448 14972 Not Found: /conversas/3EB05B5B66D8FF66002404D2942FF80C5933C720/interacoes/
WARNING 2025-09-05 12:44:41,009 basehttp 14448 14972 "POST /conversas/3EB05B5B66D8FF66002404D2942FF80C5933C720/interacoes/ HTTP/1.1" 404 14388
WARNING 2025-09-05 12:44:41,962 log 14448 14972 Not Found: /conversas/3EB05B5B66D8FF66002404D2942FF80C5933C720/interacoes/
WARNING 2025-09-05 12:44:41,963 basehttp 14448 14972 "POST /conversas/3EB05B5B66D8FF66002404D2942FF80C5933C720/interacoes/ HTTP/1.1" 404 14388
WARNING 2025-09-05 12:45:58,476 log 14448 17368 Not Found: /conversas/3EB05B5B66D8FF66002404D2942FF80C5933C720/interacoes/
WARNING 2025-09-05 12:45:58,476 basehttp 14448 17368 "POST /conversas/3EB05B5B66D8FF66002404D2942FF80C5933C720/interacoes/ HTTP/1.1" 404 14388
WARNING 2025-09-05 12:46:07,353 log 14448 17368 Not Found: /conversas/3EB05B5B66D8FF66002404D2942FF80C5933C720/interacoes/
WARNING 2025-09-05 12:46:07,354 basehttp 14448 17368 "POST /conversas/3EB05B5B66D8FF66002404D2942FF80C5933C720/interacoes/ HTTP/1.1" 404 14388
ERROR 2025-09-05 12:46:44,317 log 14448 17368 Internal Server Error: /quick/nota/
ERROR 2025-09-05 12:46:44,317 basehttp 14448 17368 "POST /quick/nota/ HTTP/1.1" 500 92
WARNING 2025-09-05 12:47:36,486 log 14448 17368 Forbidden: /quick/tarefa/
WARNING 2025-09-05 12:47:36,487 basehttp 14448 17368 "POST /quick/tarefa/ HTTP/1.1" 403 37
ERROR 2025-09-05 12:48:16,514 log 14448 17368 Internal Server Error: /webhook/evolution/
ERROR 2025-09-05 12:48:16,514 basehttp 14448 17368 "POST /webhook/evolution/ HTTP/1.1" 500 88
INFO 2025-09-05 12:48:56,043 basehttp 14448 17368 "GET /tarefas/minhas/ HTTP/1.1" 200 52
WARNING 2025-09-05 12:49:33,423 log 14448 17368 Forbidden: /tarefas/stats/
WARNING 2025-09-05 12:49:33,424 basehttp 14448 17368 "GET /tarefas/stats/ HTTP/1.1" 403 37
INFO 2025-09-05 12:50:07,918 basehttp 14448 17368 "GET /dashboard/stats/ HTTP/1.1" 200 243
INFO 2025-09-05 12:52:09,569 basehttp 14448 4684 "GET /conversas/ HTTP/1.1" 200 1585
INFO 2025-09-05 12:56:06,960 autoreload 14448 13276 C:\Users\Christian\Documents\GitHub\CRM_\backend\contatos\views.py changed, reloading.
INFO 2025-09-05 12:56:07,431 autoreload 6916 11524 Watching for file changes with StatReloader
INFO 2025-09-05 13:00:51,690 autoreload 17212 18572 Watching for file changes with StatReloader
INFO 2025-09-05 13:01:06,160 basehttp 17212 17384 "POST /o/token/ HTTP/1.1" 200 318
INFO 2025-09-05 13:01:06,167 basehttp 17212 17384 "OPTIONS /api/conversas/ HTTP/1.1" 200 0
WARNING 2025-09-05 13:01:06,175 log 17212 17384 Not Found: /api/conversas/
WARNING 2025-09-05 13:01:06,176 basehttp 17212 17384 "GET /api/conversas/ HTTP/1.1" 404 14243
INFO 2025-09-05 13:01:06,183 basehttp 17212 22068 "POST /o/token/ HTTP/1.1" 200 318
WARNING 2025-09-05 13:01:06,190 log 17212 22068 Not Found: /api/conversas/
WARNING 2025-09-05 13:01:06,191 basehttp 17212 22068 "GET /api/conversas/ HTTP/1.1" 404 14243
INFO 2025-09-05 13:01:10,982 basehttp 17212 17384 "POST /o/token/ HTTP/1.1" 200 318
INFO 2025-09-05 13:01:10,993 basehttp 17212 22068 "POST /o/token/ HTTP/1.1" 200 318
INFO 2025-09-05 13:01:11,077 basehttp 17212 22068 "OPTIONS /api/estagios/ HTTP/1.1" 200 0
INFO 2025-09-05 13:01:11,077 basehttp 17212 13212 "OPTIONS /api/estagios/ HTTP/1.1" 200 0
INFO 2025-09-05 13:01:11,077 basehttp 17212 17384 "OPTIONS /api/negocios/ HTTP/1.1" 200 0
INFO 2025-09-05 13:01:11,080 basehttp 17212 22068 "OPTIONS /api/negocios/ HTTP/1.1" 200 0
WARNING 2025-09-05 13:01:11,090 log 17212 22068 Not Found: /api/estagios/
WARNING 2025-09-05 13:01:11,096 log 17212 17384 Not Found: /api/negocios/
WARNING 2025-09-05 13:01:11,097 basehttp 17212 22068 "GET /api/estagios/ HTTP/1.1" 404 14240
WARNING 2025-09-05 13:01:11,104 log 17212 13212 Not Found: /api/estagios/
WARNING 2025-09-05 13:01:11,104 basehttp 17212 17384 "GET /api/negocios/ HTTP/1.1" 404 14240
WARNING 2025-09-05 13:01:11,111 log 17212 22068 Not Found: /api/negocios/
WARNING 2025-09-05 13:01:11,111 basehttp 17212 13212 "GET /api/estagios/ HTTP/1.1" 404 14240
WARNING 2025-09-05 13:01:11,112 basehttp 17212 22068 "GET /api/negocios/ HTTP/1.1" 404 14240
INFO 2025-09-05 13:01:14,192 basehttp 17212 13212 "POST /o/token/ HTTP/1.1" 200 318
WARNING 2025-09-05 13:01:14,208 log 17212 13212 Not Found: /api/conversas/
INFO 2025-09-05 13:01:14,210 basehttp 17212 22068 "POST /o/token/ HTTP/1.1" 200 318
WARNING 2025-09-05 13:01:14,210 basehttp 17212 13212 "GET /api/conversas/ HTTP/1.1" 404 14243
WARNING 2025-09-05 13:01:14,221 log 17212 13212 Not Found: /api/conversas/
WARNING 2025-09-05 13:01:14,222 basehttp 17212 13212 "GET /api/conversas/ HTTP/1.1" 404 14243
INFO 2025-09-05 13:01:17,394 basehttp 17212 13212 "POST /o/token/ HTTP/1.1" 200 318
WARNING 2025-09-05 13:01:17,401 log 17212 13212 Not Found: /api/conversas/
WARNING 2025-09-05 13:01:17,402 basehttp 17212 13212 "GET /api/conversas/ HTTP/1.1" 404 14243
INFO 2025-09-05 13:01:19,093 basehttp 17212 13212 "POST /o/token/ HTTP/1.1" 200 318
WARNING 2025-09-05 13:01:19,100 log 17212 13212 Not Found: /api/conversas/
WARNING 2025-09-05 13:01:19,100 basehttp 17212 13212 "GET /api/conversas/ HTTP/1.1" 404 14243
INFO 2025-09-05 13:01:21,295 basehttp 17212 13212 "POST /o/token/ HTTP/1.1" 200 318
WARNING 2025-09-05 13:01:21,310 log 17212 13212 Not Found: /api/conversas/
WARNING 2025-09-05 13:01:21,311 basehttp 17212 13212 "GET /api/conversas/ HTTP/1.1" 404 14243
INFO 2025-09-05 13:01:21,345 basehttp 17212 22068 "POST /o/token/ HTTP/1.1" 200 318
WARNING 2025-09-05 13:01:21,355 log 17212 22068 Not Found: /api/conversas/
WARNING 2025-09-05 13:01:21,356 basehttp 17212 22068 "GET /api/conversas/ HTTP/1.1" 404 14243
INFO 2025-09-05 13:01:23,062 basehttp 17212 13212 "POST /o/token/ HTTP/1.1" 200 318
WARNING 2025-09-05 13:01:23,070 log 17212 13212 Not Found: /api/conversas/
WARNING 2025-09-05 13:01:23,070 basehttp 17212 13212 "GET /api/conversas/ HTTP/1.1" 404 14243
INFO 2025-09-05 13:01:23,080 basehttp 17212 22068 "POST /o/token/ HTTP/1.1" 200 318
WARNING 2025-09-05 13:01:23,088 log 17212 22068 Not Found: /api/conversas/
WARNING 2025-09-05 13:01:23,089 basehttp 17212 22068 "GET /api/conversas/ HTTP/1.1" 404 14243
INFO 2025-09-05 13:01:28,150 basehttp 17212 22068 "POST /o/token/ HTTP/1.1" 200 318
WARNING 2025-09-05 13:01:28,159 log 17212 22068 Not Found: /api/conversas/
WARNING 2025-09-05 13:01:28,159 basehttp 17212 22068 "GET /api/conversas/ HTTP/1.1" 404 14243
INFO 2025-09-05 13:01:32,985 basehttp 17212 22068 "POST /o/token/ HTTP/1.1" 200 318
WARNING 2025-09-05 13:01:32,992 log 17212 22068 Not Found: /api/conversas/
WARNING 2025-09-05 13:01:32,993 basehttp 17212 22068 "GET /api/conversas/ HTTP/1.1" 404 14243
INFO 2025-09-05 13:01:37,979 basehttp 17212 22068 "POST /o/token/ HTTP/1.1" 200 318
WARNING 2025-09-05 13:01:37,987 log 17212 22068 Not Found: /api/conversas/
WARNING 2025-09-05 13:01:37,987 basehttp 17212 22068 "GET /api/conversas/ HTTP/1.1" 404 14243
INFO 2025-09-05 13:01:42,984 basehttp 17212 22068 "POST /o/token/ HTTP/1.1" 200 318
WARNING 2025-09-05 13:01:42,994 log 17212 22068 Not Found: /api/conversas/
WARNING 2025-09-05 13:01:42,994 basehttp 17212 22068 "GET /api/conversas/ HTTP/1.1" 404 14243
INFO 2025-09-05 13:01:47,967 basehttp 17212 22068 "POST /o/token/ HTTP/1.1" 200 318
WARNING 2025-09-05 13:01:47,975 log 17212 22068 Not Found: /api/conversas/
WARNING 2025-09-05 13:01:47,975 basehttp 17212 22068 "GET /api/conversas/ HTTP/1.1" 404 14243
INFO 2025-09-05 13:01:52,992 basehttp 17212 22068 "POST /o/token/ HTTP/1.1" 200 318
WARNING 2025-09-05 13:01:53,000 log 17212 22068 Not Found: /api/conversas/
WARNING 2025-09-05 13:01:53,000 basehttp 17212 22068 "GET /api/conversas/ HTTP/1.1" 404 14243
INFO 2025-09-05 13:01:57,985 basehttp 17212 22068 "POST /o/token/ HTTP/1.1" 200 318
WARNING 2025-09-05 13:01:57,992 log 17212 22068 Not Found: /api/conversas/
WARNING 2025-09-05 13:01:57,993 basehttp 17212 22068 "GET /api/conversas/ HTTP/1.1" 404 14243
INFO 2025-09-05 13:02:02,990 basehttp 17212 22068 "POST /o/token/ HTTP/1.1" 200 318
WARNING 2025-09-05 13:02:02,997 log 17212 22068 Not Found: /api/conversas/
WARNING 2025-09-05 13:02:02,997 basehttp 17212 22068 "GET /api/conversas/ HTTP/1.1" 404 14243
INFO 2025-09-05 13:02:07,998 basehttp 17212 22068 "POST /o/token/ HTTP/1.1" 200 318
WARNING 2025-09-05 13:02:08,006 log 17212 22068 Not Found: /api/conversas/
WARNING 2025-09-05 13:02:08,006 basehttp 17212 22068 "GET /api/conversas/ HTTP/1.1" 404 14243
INFO 2025-09-05 13:02:13,000 basehttp 17212 22068 "POST /o/token/ HTTP/1.1" 200 318
WARNING 2025-09-05 13:02:13,007 log 17212 22068 Not Found: /api/conversas/
WARNING 2025-09-05 13:02:13,008 basehttp 17212 22068 "GET /api/conversas/ HTTP/1.1" 404 14243
INFO 2025-09-05 13:02:17,991 basehttp 17212 22068 "POST /o/token/ HTTP/1.1" 200 318
WARNING 2025-09-05 13:02:17,999 log 17212 22068 Not Found: /api/conversas/
WARNING 2025-09-05 13:02:17,999 basehttp 17212 22068 "GET /api/conversas/ HTTP/1.1" 404 14243
INFO 2025-09-05 13:02:49,980 basehttp 17212 22068 "POST /o/token/ HTTP/1.1" 200 318
WARNING 2025-09-05 13:02:49,988 log 17212 22068 Not Found: /api/conversas/
WARNING 2025-09-05 13:02:49,988 basehttp 17212 22068 "GET /api/conversas/ HTTP/1.1" 404 14243
INFO 2025-09-05 13:03:50,318 basehttp 17212 14116 "POST /o/token/ HTTP/1.1" 200 318
WARNING 2025-09-05 13:03:50,326 log 17212 14116 Not Found: /api/conversas/
WARNING 2025-09-05 13:03:50,327 basehttp 17212 14116 "GET /api/conversas/ HTTP/1.1" 404 14243
INFO 2025-09-05 13:04:49,980 basehttp 17212 14116 "POST /o/token/ HTTP/1.1" 200 318
WARNING 2025-09-05 13:04:49,987 log 17212 14116 Not Found: /api/conversas/
WARNING 2025-09-05 13:04:49,988 basehttp 17212 14116 "GET /api/conversas/ HTTP/1.1" 404 14243
INFO 2025-09-05 13:05:49,978 basehttp 17212 14116 "POST /o/token/ HTTP/1.1" 200 318
WARNING 2025-09-05 13:05:49,985 log 17212 14116 Not Found: /api/conversas/
WARNING 2025-09-05 13:05:49,985 basehttp 17212 14116 "GET /api/conversas/ HTTP/1.1" 404 14243
INFO 2025-09-05 13:06:50,294 basehttp 17212 8768 "POST /o/token/ HTTP/1.1" 200 318
WARNING 2025-09-05 13:06:50,300 log 17212 8768 Not Found: /api/conversas/
WARNING 2025-09-05 13:06:50,301 basehttp 17212 8768 "GET /api/conversas/ HTTP/1.1" 404 14243
INFO 2025-09-05 13:07:49,978 basehttp 17212 8768 "POST /o/token/ HTTP/1.1" 200 318
WARNING 2025-09-05 13:07:49,985 log 17212 8768 Not Found: /api/conversas/
WARNING 2025-09-05 13:07:49,985 basehttp 17212 8768 "GET /api/conversas/ HTTP/1.1" 404 14243
INFO 2025-09-05 13:08:49,981 basehttp 17212 8768 "POST /o/token/ HTTP/1.1" 200 318
WARNING 2025-09-05 13:08:49,989 log 17212 8768 Not Found: /api/conversas/
WARNING 2025-09-05 13:08:49,989 basehttp 17212 8768 "GET /api/conversas/ HTTP/1.1" 404 14243
INFO 2025-09-05 13:09:49,989 basehttp 17212 8768 "POST /o/token/ HTTP/1.1" 200 318
WARNING 2025-09-05 13:09:49,997 log 17212 8768 Not Found: /api/conversas/
WARNING 2025-09-05 13:09:49,998 basehttp 17212 8768 "GET /api/conversas/ HTTP/1.1" 404 14243
INFO 2025-09-05 13:10:49,980 basehttp 17212 8768 "POST /o/token/ HTTP/1.1" 200 318
WARNING 2025-09-05 13:10:49,987 log 17212 8768 Not Found: /api/conversas/
WARNING 2025-09-05 13:10:49,988 basehttp 17212 8768 "GET /api/conversas/ HTTP/1.1" 404 14243
INFO 2025-09-05 13:11:50,033 basehttp 17212 8768 "POST /o/token/ HTTP/1.1" 200 318
WARNING 2025-09-05 13:11:50,045 log 17212 8768 Not Found: /api/conversas/
WARNING 2025-09-05 13:11:50,046 basehttp 17212 8768 "GET /api/conversas/ HTTP/1.1" 404 14243
INFO 2025-09-05 13:12:49,976 basehttp 17212 8768 "POST /o/token/ HTTP/1.1" 200 318
WARNING 2025-09-05 13:12:49,984 log 17212 8768 Not Found: /api/conversas/
WARNING 2025-09-05 13:12:49,984 basehttp 17212 8768 "GET /api/conversas/ HTTP/1.1" 404 14243
INFO 2025-09-05 13:13:49,980 basehttp 17212 8768 "POST /o/token/ HTTP/1.1" 200 318
WARNING 2025-09-05 13:13:49,987 log 17212 8768 Not Found: /api/conversas/
WARNING 2025-09-05 13:13:49,987 basehttp 17212 8768 "GET /api/conversas/ HTTP/1.1" 404 14243
INFO 2025-09-05 13:14:49,985 basehttp 17212 8768 "POST /o/token/ HTTP/1.1" 200 318
WARNING 2025-09-05 13:14:49,992 log 17212 8768 Not Found: /api/conversas/
WARNING 2025-09-05 13:14:49,993 basehttp 17212 8768 "GET /api/conversas/ HTTP/1.1" 404 14243
INFO 2025-09-05 13:15:49,994 basehttp 17212 8768 "POST /o/token/ HTTP/1.1" 200 318
WARNING 2025-09-05 13:15:50,001 log 17212 8768 Not Found: /api/conversas/
WARNING 2025-09-05 13:15:50,002 basehttp 17212 8768 "GET /api/conversas/ HTTP/1.1" 404 14243
INFO 2025-09-05 13:16:01,911 autoreload 17212 18572 C:\Users\Christian\Documents\GitHub\CRM_\backend\backend\settings.py changed, reloading.
INFO 2025-09-05 14:18:33,986 autoreload 20876 11084 Watching for file changes with StatReloader
INFO 2025-09-05 14:19:05,250 basehttp 20876 32684 "POST /o/token/ HTTP/1.1" 301 0
INFO 2025-09-05 14:19:05,561 basehttp 20876 31944 code 400, message Bad request version ('ìm,¥/¦')
